timestamp,machine_id,temperature,vibration,pressure,operating_hours,failure
2025-07-31 10:58:08.133295,CNC-001,75.28,4.08,98.06,0.0,0
2025-07-31 10:58:08.133295,PUMP-001,74.26,4.09,89.97,0.0,0
2025-07-31 10:58:08.133295,CNC-002,74.33,3.34,87.3,0.0,0
2025-07-31 10:58:08.133295,CONV-001,71.53,3.43,89.85,0.0,0
2025-07-31 11:28:08.133295,PUMP-001,75.24,4.6,95.12,0.5,0
2025-07-31 11:28:08.133295,CNC-001,77.53,4.04,95.27,0.5,0
2025-07-31 11:28:08.133295,CNC-002,74.71,3.35,84.89,0.5,0
2025-07-31 11:28:08.133295,CONV-001,73.34,4.2,98.96,0.5,0
2025-07-31 11:58:08.133295,CNC-001,75.32,4.08,94.69,1.0,0
2025-07-31 11:58:08.133295,PUMP-001,76.32,4.08,90.08,1.0,0
2025-07-31 11:58:08.133295,CNC-002,75.6,3.87,88.35,1.0,0
2025-07-31 11:58:08.133295,CONV-001,74.91,4.11,96.43,1.0,0
2025-07-31 12:28:08.133295,PUMP-001,75.27,3.95,92.84,1.5,0
2025-07-31 12:28:08.133295,CONV-001,74.33,3.3,93.68,1.5,0
2025-07-31 12:28:08.133295,CNC-002,81.62,3.33,89.98,1.5,0
2025-07-31 12:28:08.133295,CNC-001,72.67,3.73,92.59,1.5,0
2025-07-31 12:58:08.133295,CONV-001,74.5,3.59,94.71,2.0,0
2025-07-31 12:58:08.133295,PUMP-001,76.27,3.73,94.63,2.0,0
2025-07-31 12:58:08.133295,CNC-002,77.39,3.78,87.02,2.0,0
2025-07-31 12:58:08.133295,CNC-001,74.71,4.38,91.87,2.0,0
2025-07-31 13:28:08.133295,PUMP-001,75.46,4.67,96.91,2.5,0
2025-07-31 13:28:08.133295,CONV-001,73.24,3.35,91.3,2.5,0
2025-07-31 13:28:08.133295,CNC-002,76.45,3.74,87.64,2.5,0
2025-07-31 13:28:08.133295,CNC-001,74.16,4.75,94.23,2.5,0
2025-07-31 13:58:08.133295,CONV-001,76.45,3.48,96.31,3.0,0
2025-07-31 13:58:08.133295,CNC-002,73.88,4.04,92.13,3.0,0
2025-07-31 13:58:08.133295,CNC-001,77.36,3.92,93.59,3.0,0
2025-07-31 13:58:08.133295,PUMP-001,73.52,4.05,98.3,3.0,0
2025-07-31 14:28:08.133295,CNC-002,76.83,3.75,92.8,3.5,0
2025-07-31 14:28:08.133295,CNC-001,77.68,4.03,96.66,3.5,0
2025-07-31 14:28:08.133295,PUMP-001,78.41,4.19,86.81,3.5,0
2025-07-31 14:28:08.133295,CONV-001,75.89,3.9,94.95,3.5,0
2025-07-31 14:58:08.133295,CNC-001,76.49,4.32,94.03,4.0,0
2025-07-31 14:58:08.133295,PUMP-001,76.88,4.25,87.92,4.0,0
2025-07-31 14:58:08.133295,CNC-002,80.58,3.74,88.33,4.0,0
2025-07-31 14:58:08.133295,CONV-001,73.84,4.35,94.19,4.0,0
2025-07-31 15:28:08.133295,PUMP-001,78.77,4.01,95.29,4.5,0
2025-07-31 15:28:08.133295,CNC-002,81.05,3.77,89.95,4.5,0
2025-07-31 15:28:08.133295,CONV-001,80.13,3.46,93.55,4.5,0
2025-07-31 15:28:08.133295,CNC-001,81.63,4.43,92.97,4.5,0
2025-07-31 15:58:08.133295,CNC-002,78.87,4.11,90.57,5.0,0
2025-07-31 15:58:08.133295,PUMP-001,78.03,4.17,97.06,5.0,0
2025-07-31 15:58:08.133295,CONV-001,72.89,3.91,98.84,5.0,0
2025-07-31 15:58:08.133295,CNC-001,79.79,4.09,97.06,5.0,0
2025-07-31 16:28:08.133295,CONV-001,73.75,3.92,95.95,5.5,0
2025-07-31 16:28:08.133295,CNC-001,74.44,4.09,97.32,5.5,0
2025-07-31 16:28:08.133295,CNC-002,80.54,3.73,92.8,5.5,0
2025-07-31 16:28:08.133295,PUMP-001,78.54,5.08,100.31,5.5,0
2025-07-31 16:58:08.133295,CONV-001,72.75,3.9,100.23,6.0,0
2025-07-31 16:58:08.133295,CNC-002,76.88,4.13,89.24,6.0,0
2025-07-31 16:58:08.133295,PUMP-001,76.17,4.65,93.06,6.0,0
2025-07-31 16:58:08.133295,CNC-001,80.05,4.56,96.67,6.0,0
2025-07-31 17:28:08.133295,CNC-001,78.17,4.09,95.14,6.5,0
2025-07-31 17:28:08.133295,PUMP-001,76.05,3.87,94.47,6.5,0
2025-07-31 17:28:08.133295,CONV-001,80.04,3.46,100.82,6.5,0
2025-07-31 17:28:08.133295,CNC-002,79.9,3.39,91.62,6.5,0
2025-07-31 17:58:08.133295,PUMP-001,80.6,4.38,97.35,7.0,0
2025-07-31 17:58:08.133295,CNC-001,78.05,4.87,98.6,7.0,0
2025-07-31 17:58:08.133295,CONV-001,78.91,3.87,92.86,7.0,0
2025-07-31 17:58:08.133295,CNC-002,79.55,3.65,91.49,7.0,0
2025-07-31 18:28:08.133295,CNC-002,79.88,4.04,92.39,7.5,0
2025-07-31 18:28:08.133295,CONV-001,78.16,3.49,99.24,7.5,0
2025-07-31 18:28:08.133295,CNC-001,75.63,4.67,96.69,7.5,0
2025-07-31 18:28:08.133295,PUMP-001,72.32,4.29,92.93,7.5,0
2025-07-31 18:58:08.133295,CNC-001,77.98,4.77,101.19,8.0,0
2025-07-31 18:58:08.133295,PUMP-001,75.8,4.01,96.57,8.0,0
2025-07-31 18:58:08.133295,CONV-001,76.5,3.76,99.41,8.0,0
2025-07-31 18:58:08.133295,CNC-002,82.2,4.24,92.26,8.0,0
2025-07-31 19:28:08.133295,CONV-001,78.46,4.07,96.78,8.5,0
2025-07-31 19:28:08.133295,CNC-002,73.05,3.36,83.91,8.5,0
2025-07-31 19:28:08.133295,CNC-001,77.37,3.95,95.43,8.5,0
2025-07-31 19:28:08.133295,PUMP-001,76.44,3.71,96.37,8.5,0
2025-07-31 19:58:08.133295,CNC-002,75.5,3.94,93.22,9.0,0
2025-07-31 19:58:08.133295,CNC-001,76.33,4.51,95.16,9.0,0
2025-07-31 19:58:08.133295,PUMP-001,76.92,4.1,92.28,9.0,0
2025-07-31 19:58:08.133295,CONV-001,74.6,3.61,96.18,9.0,0
2025-07-31 20:28:08.133295,CNC-002,76.19,3.31,91.45,9.5,0
2025-07-31 20:28:08.133295,CNC-001,75.45,3.9,93.25,9.5,0
2025-07-31 20:28:08.133295,CONV-001,77.38,3.74,98.87,9.5,0
2025-07-31 20:28:08.133295,PUMP-001,74.44,4.11,92.94,9.5,0
2025-07-31 20:58:08.133295,CONV-001,75.12,3.64,94.39,10.0,0
2025-07-31 20:58:08.133295,PUMP-001,76.87,3.69,96.46,10.0,0
2025-07-31 20:58:08.133295,CNC-002,80.42,3.99,90.86,10.0,0
2025-07-31 20:58:08.133295,CNC-001,77.59,4.64,96.85,10.0,0
2025-07-31 21:28:08.133295,CONV-001,72.7,3.76,99.54,10.5,0
2025-07-31 21:28:08.133295,CNC-001,78.1,4.35,95.35,10.5,0
2025-07-31 21:28:08.133295,CNC-002,73.33,4.21,89.34,10.5,0
2025-07-31 21:28:08.133295,PUMP-001,77.52,4.08,92.56,10.5,0
2025-07-31 21:58:08.133295,PUMP-001,72.57,3.7,97.21,11.0,0
2025-07-31 21:58:08.133295,CONV-001,72.15,3.47,96.31,11.0,0
2025-07-31 21:58:08.133295,CNC-001,76.93,4.71,97.39,11.0,0
2025-07-31 21:58:08.133295,CNC-002,77.47,3.09,90.77,11.0,0
2025-07-31 22:28:08.133295,CONV-001,72.78,3.06,94.21,11.5,0
2025-07-31 22:28:08.133295,CNC-002,73.39,3.21,89.16,11.5,0
2025-07-31 22:28:08.133295,CNC-001,79.45,3.47,100.16,11.5,0
2025-07-31 22:28:08.133295,PUMP-001,75.52,3.85,97.14,11.5,0
2025-07-31 22:58:08.133295,CNC-002,77.57,3.53,100.27,12.0,0
2025-07-31 22:58:08.133295,CNC-001,76.59,4.16,98.16,12.0,0
2025-07-31 22:58:08.133295,PUMP-001,72.06,3.96,92.81,12.0,0
2025-07-31 22:58:08.133295,CONV-001,74.67,3.85,96.28,12.0,0
2025-07-31 23:28:08.133295,PUMP-001,73.42,3.88,103.73,12.5,0
2025-07-31 23:28:08.133295,CONV-001,75.75,3.7,100.61,12.5,0
2025-07-31 23:28:08.133295,CNC-002,78.97,3.9,93.82,12.5,0
2025-07-31 23:28:08.133295,CNC-001,72.53,4.18,99.13,12.5,0
2025-07-31 23:58:08.133295,CONV-001,78.21,3.41,97.24,13.0,0
2025-07-31 23:58:08.133295,CNC-002,77.33,3.91,85.33,13.0,0
2025-07-31 23:58:08.133295,CNC-001,79.53,4.09,95.8,13.0,0
2025-07-31 23:58:08.133295,PUMP-001,77.46,3.69,100.11,13.0,0
2025-08-01 00:28:08.133295,CNC-001,75.63,4.51,99.37,13.5,0
2025-08-01 00:28:08.133295,CONV-001,72.52,4.12,97.53,13.5,0
2025-08-01 00:28:08.133295,CNC-002,75.59,3.13,86.98,13.5,0
2025-08-01 00:28:08.133295,PUMP-001,73.64,4.48,93.99,13.5,0
2025-08-01 00:58:08.133295,PUMP-001,76.52,4.64,95.73,14.0,0
2025-08-01 00:58:08.133295,CNC-002,75.35,3.19,96.36,14.0,0
2025-08-01 00:58:08.133295,CNC-001,75.63,4.38,98.82,14.0,0
2025-08-01 00:58:08.133295,CONV-001,75.5,3.85,103.28,14.0,0
2025-08-01 01:28:08.133295,CNC-001,78.66,4.01,97.68,14.5,0
2025-08-01 01:28:08.133295,CNC-002,77.11,2.92,93.85,14.5,0
2025-08-01 01:28:08.133295,PUMP-001,80.02,3.98,96.65,14.5,0
2025-08-01 01:28:08.133295,CONV-001,72.09,3.93,93.28,14.5,0
2025-08-01 01:58:08.133295,CONV-001,72.81,3.57,99.19,15.0,0
2025-08-01 01:58:08.133295,CNC-001,75.97,3.77,99.68,15.0,0
2025-08-01 01:58:08.133295,CNC-002,74.92,3.53,94.22,15.0,0
2025-08-01 01:58:08.133295,PUMP-001,74.59,4.41,95.55,15.0,0
2025-08-01 02:28:08.133295,CONV-001,78.15,3.63,99.25,15.5,0
2025-08-01 02:28:08.133295,CNC-001,77.28,4.19,98.2,15.5,0
2025-08-01 02:28:08.133295,PUMP-001,80.19,3.79,95.78,15.5,0
2025-08-01 02:28:08.133295,CNC-002,75.46,3.56,94.35,15.5,0
2025-08-01 02:58:08.133295,CONV-001,75.49,3.94,97.3,16.0,0
2025-08-01 02:58:08.133295,PUMP-001,78.38,3.93,98.11,16.0,0
2025-08-01 02:58:08.133295,CNC-001,73.93,4.05,97.97,16.0,0
2025-08-01 02:58:08.133295,CNC-002,76.63,3.26,93.25,16.0,0
2025-08-01 03:28:08.133295,PUMP-001,73.75,3.97,98.45,16.5,0
2025-08-01 03:28:08.133295,CONV-001,71.81,3.61,99.8,16.5,0
2025-08-01 03:28:08.133295,CNC-002,76.67,3.56,92.54,16.5,0
2025-08-01 03:28:08.133295,CNC-001,75.15,4.11,100.3,16.5,0
2025-08-01 03:58:08.133295,CNC-001,80.5,4.19,99.93,17.0,0
2025-08-01 03:58:08.133295,CONV-001,74.71,4.05,102.16,17.0,0
2025-08-01 03:58:08.133295,CNC-002,74.54,3.39,94.38,17.0,0
2025-08-01 03:58:08.133295,PUMP-001,79.79,3.78,98.42,17.0,0
2025-08-01 04:28:08.133295,CONV-001,71.23,3.39,101.17,17.5,0
2025-08-01 04:28:08.133295,PUMP-001,78.72,3.91,100.73,17.5,0
2025-08-01 04:28:08.133295,CNC-002,77.26,3.39,92.01,17.5,0
2025-08-01 04:28:08.133295,CNC-001,76.54,3.54,99.14,17.5,0
2025-08-01 04:58:08.133295,PUMP-001,81.25,3.88,101.49,18.0,0
2025-08-01 04:58:08.133295,CNC-002,75.76,3.26,96.74,18.0,0
2025-08-01 04:58:08.133295,CNC-001,76.76,4.83,98.69,18.0,0
2025-08-01 04:58:08.133295,CONV-001,75.82,3.85,104.26,18.0,0
2025-08-01 05:28:08.133295,CNC-001,77.18,4.06,95.8,18.5,0
2025-08-01 05:28:08.133295,PUMP-001,77.22,4.11,99.67,18.5,0
2025-08-01 05:28:08.133295,CNC-002,74.88,3.4,89.78,18.5,0
2025-08-01 05:28:08.133295,CONV-001,75.73,3.67,95.63,18.5,0
2025-08-01 05:58:08.133295,CNC-001,78.79,4.27,101.7,19.0,0
2025-08-01 05:58:08.133295,CONV-001,73.49,3.3,95.53,19.0,0
2025-08-01 05:58:08.133295,CNC-002,78.23,3.18,91.1,19.0,0
2025-08-01 05:58:08.133295,PUMP-001,78.25,4.12,97.37,19.0,0
2025-08-01 06:28:08.133295,CNC-002,77.05,2.58,89.69,19.5,0
2025-08-01 06:28:08.133295,CONV-001,76.28,3.47,105.3,19.5,0
2025-08-01 06:28:08.133295,CNC-001,74.6,4.43,95.14,19.5,0
2025-08-01 06:28:08.133295,PUMP-001,74.92,3.92,93.23,19.5,0
2025-08-01 06:58:08.133295,CNC-002,77.24,3.59,94.94,20.0,0
2025-08-01 06:58:08.133295,CONV-001,75.98,3.51,104.49,20.0,0
2025-08-01 06:58:08.133295,CNC-001,77.5,4.64,96.37,20.0,0
2025-08-01 06:58:08.133295,PUMP-001,77.17,3.99,97.05,20.0,0
2025-08-01 07:28:08.133295,CNC-001,75.08,3.98,97.82,20.5,0
2025-08-01 07:28:08.133295,CONV-001,73.12,2.83,102.61,20.5,0
2025-08-01 07:28:08.133295,CNC-002,76.69,3.98,95.04,20.5,0
2025-08-01 07:28:08.133295,PUMP-001,75.91,4.01,99.81,20.5,0
2025-08-01 07:58:08.133295,PUMP-001,77.56,3.94,97.86,21.0,0
2025-08-01 07:58:08.133295,CNC-002,74.2,3.53,91.62,21.0,0
2025-08-01 07:58:08.133295,CNC-001,72.99,3.94,96.11,21.0,0
2025-08-01 07:58:08.133295,CONV-001,75.27,3.31,98.32,21.0,0
2025-08-01 08:28:08.133295,PUMP-001,79.54,4.2,103.86,21.5,0
2025-08-01 08:28:08.133295,CNC-002,78.74,3.18,94.27,21.5,0
2025-08-01 08:28:08.133295,CNC-001,80.91,4.01,105.91,21.5,0
2025-08-01 08:28:08.133295,CONV-001,76.86,3.71,102.35,21.5,0
2025-08-01 08:58:08.133295,CNC-002,77.56,3.73,95.07,22.0,0
2025-08-01 08:58:08.133295,CNC-001,78.26,4.16,103.65,22.0,0
2025-08-01 08:58:08.133295,CONV-001,79.57,3.25,105.0,22.0,0
2025-08-01 08:58:08.133295,PUMP-001,79.96,4.43,93.35,22.0,0
2025-08-01 09:28:08.133295,CNC-002,77.15,3.5,98.36,22.5,0
2025-08-01 09:28:08.133295,PUMP-001,79.93,4.03,94.39,22.5,0
2025-08-01 09:28:08.133295,CNC-001,77.21,4.29,105.06,22.5,0
2025-08-01 09:28:08.133295,CONV-001,77.63,3.67,99.38,22.5,0
2025-08-01 09:58:08.133295,CNC-001,76.3,4.25,101.84,23.0,0
2025-08-01 09:58:08.133295,CONV-001,78.79,4.17,103.89,23.0,0
2025-08-01 09:58:08.133295,PUMP-001,76.09,4.11,99.63,23.0,0
2025-08-01 09:58:08.133295,CNC-002,82.95,2.96,92.97,23.0,0
2025-08-01 10:28:08.133295,CONV-001,76.81,3.06,99.6,23.5,0
2025-08-01 10:28:08.133295,CNC-001,80.91,3.79,97.01,23.5,0
2025-08-01 10:28:08.133295,PUMP-001,80.53,3.16,102.42,23.5,0
2025-08-01 10:28:08.133295,CNC-002,76.96,3.57,90.99,23.5,0
2025-08-01 10:58:08.133295,CNC-001,80.21,4.22,101.62,24.0,0
2025-08-01 10:58:08.133295,CONV-001,76.42,3.68,99.36,24.0,0
2025-08-01 10:58:08.133295,PUMP-001,80.93,3.49,103.34,24.0,0
2025-08-01 10:58:08.133295,CNC-002,81.48,3.79,97.57,24.0,0
2025-08-01 11:28:08.133295,CNC-002,77.74,3.2,93.63,24.5,0
2025-08-01 11:28:08.133295,CNC-001,79.67,3.89,101.45,24.5,0
2025-08-01 11:28:08.133295,CONV-001,75.76,3.41,101.08,24.5,0
2025-08-01 11:28:08.133295,PUMP-001,82.17,3.48,99.32,24.5,0
2025-08-01 11:58:08.133295,CNC-002,81.19,2.85,96.03,25.0,0
2025-08-01 11:58:08.133295,CNC-001,79.37,3.85,106.23,25.0,0
2025-08-01 11:58:08.133295,PUMP-001,78.79,3.3,97.88,25.0,0
2025-08-01 11:58:08.133295,CONV-001,76.49,3.36,97.02,25.0,0
2025-08-01 12:28:08.133295,PUMP-001,81.0,3.55,104.22,25.5,0
2025-08-01 12:28:08.133295,CNC-001,79.53,3.67,102.46,25.5,0
2025-08-01 12:28:08.133295,CNC-002,76.91,3.21,96.94,25.5,0
2025-08-01 12:28:08.133295,CONV-001,77.83,3.14,103.7,25.5,0
2025-08-01 12:58:08.133295,CONV-001,78.95,3.05,106.01,26.0,0
2025-08-01 12:58:08.133295,PUMP-001,78.72,3.54,98.72,26.0,0
2025-08-01 12:58:08.133295,CNC-002,75.53,3.22,94.2,26.0,0
2025-08-01 12:58:08.133295,CNC-001,76.42,4.23,103.82,26.0,0
2025-08-01 13:28:08.133295,CONV-001,78.71,3.44,97.69,26.5,0
2025-08-01 13:28:08.133295,CNC-001,76.52,4.26,101.42,26.5,0
2025-08-01 13:28:08.133295,CNC-002,78.27,3.24,96.09,26.5,0
2025-08-01 13:28:08.133295,PUMP-001,74.84,3.88,97.85,26.5,0
2025-08-01 13:58:08.133295,CNC-001,79.58,4.51,99.28,27.0,0
2025-08-01 13:58:08.133295,CNC-002,77.22,3.35,95.24,27.0,0
2025-08-01 13:58:08.133295,CONV-001,71.17,3.36,100.87,27.0,0
2025-08-01 13:58:08.133295,PUMP-001,76.69,3.28,98.01,27.0,0
2025-08-01 14:28:08.133295,CNC-001,76.2,3.64,97.39,27.5,0
2025-08-01 14:28:08.133295,CONV-001,77.84,2.74,103.27,27.5,0
2025-08-01 14:28:08.133295,CNC-002,78.47,3.37,94.92,27.5,0
2025-08-01 14:28:08.133295,PUMP-001,77.72,3.28,101.31,27.5,0
2025-08-01 14:58:08.133295,CONV-001,78.09,3.43,96.06,28.0,0
2025-08-01 14:58:08.133295,CNC-002,77.49,2.8,97.95,28.0,0
2025-08-01 14:58:08.133295,PUMP-001,77.64,3.41,97.59,28.0,0
2025-08-01 14:58:08.133295,CNC-001,77.33,3.98,100.47,28.0,0
2025-08-01 15:28:08.133295,CONV-001,75.14,2.93,95.97,28.5,0
2025-08-01 15:28:08.133295,PUMP-001,78.52,4.04,102.44,28.5,0
2025-08-01 15:28:08.133295,CNC-002,80.82,3.05,95.04,28.5,0
2025-08-01 15:28:08.133295,CNC-001,78.9,3.86,103.8,28.5,0
2025-08-01 15:58:08.133295,PUMP-001,80.21,3.21,95.33,29.0,0
2025-08-01 15:58:08.133295,CNC-001,76.48,4.64,101.11,29.0,0
2025-08-01 15:58:08.133295,CNC-002,76.1,2.91,93.63,29.0,0
2025-08-01 15:58:08.133295,CONV-001,73.03,3.32,97.21,29.0,0
2025-08-01 16:28:08.133295,CNC-002,82.56,3.58,97.58,29.5,0
2025-08-01 16:28:08.133295,PUMP-001,73.56,3.91,96.72,29.5,0
2025-08-01 16:28:08.133295,CONV-001,74.65,3.43,99.46,29.5,0
2025-08-01 16:28:08.133295,CNC-001,75.05,3.48,100.46,29.5,0
2025-08-01 16:58:08.133295,CNC-002,77.74,2.81,96.12,30.0,0
2025-08-01 16:58:08.133295,CONV-001,74.08,3.16,104.06,30.0,0
2025-08-01 16:58:08.133295,CNC-001,76.07,3.99,100.2,30.0,0
2025-08-01 16:58:08.133295,PUMP-001,78.64,3.14,94.95,30.0,0
2025-08-01 17:28:08.133295,CONV-001,77.22,2.45,97.55,30.5,0
2025-08-01 17:28:08.133295,CNC-002,70.77,3.18,96.07,30.5,0
2025-08-01 17:28:08.133295,CNC-001,76.13,3.51,93.99,30.5,0
2025-08-01 17:28:08.133295,PUMP-001,74.27,3.91,98.88,30.5,0
2025-08-01 17:58:08.133295,CNC-002,76.51,3.54,88.25,31.0,0
2025-08-01 17:58:08.133295,PUMP-001,71.57,3.38,99.41,31.0,0
2025-08-01 17:58:08.133295,CONV-001,74.41,3.78,98.21,31.0,0
2025-08-01 17:58:08.133295,CNC-001,75.13,4.0,98.94,31.0,0
2025-08-01 18:28:08.133295,PUMP-001,77.6,3.63,96.81,31.5,0
2025-08-01 18:28:08.133295,CONV-001,73.33,3.08,98.16,31.5,0
2025-08-01 18:28:08.133295,CNC-002,79.16,2.98,96.62,31.5,0
2025-08-01 18:28:08.133295,CNC-001,73.29,3.78,99.19,31.5,0
2025-08-01 18:58:08.133295,CNC-001,73.76,3.75,97.95,32.0,0
2025-08-01 18:58:08.133295,CONV-001,74.32,3.24,97.67,32.0,0
2025-08-01 18:58:08.133295,PUMP-001,73.27,3.81,92.42,32.0,0
2025-08-01 18:58:08.133295,CNC-002,77.75,3.46,94.93,32.0,0
2025-08-01 19:28:08.133295,CNC-002,72.85,3.01,89.91,32.5,0
2025-08-01 19:28:08.133295,CNC-001,69.0,3.4,97.19,32.5,0
2025-08-01 19:28:08.133295,PUMP-001,67.66,3.14,92.41,32.5,0
2025-08-01 19:28:08.133295,CONV-001,73.33,2.73,99.45,32.5,0
2025-08-01 19:58:08.133295,PUMP-001,72.08,3.21,98.59,33.0,0
2025-08-01 19:58:08.133295,CNC-002,72.42,2.59,87.41,33.0,0
2025-08-01 19:58:08.133295,CNC-001,73.2,3.6,91.1,33.0,0
2025-08-01 19:58:08.133295,CONV-001,69.55,2.59,97.11,33.0,0
2025-08-01 20:28:08.133295,PUMP-001,71.2,3.37,90.63,33.5,0
2025-08-01 20:28:08.133295,CNC-002,72.03,2.64,92.95,33.5,0
2025-08-01 20:28:08.133295,CNC-001,68.92,3.43,96.49,33.5,0
2025-08-01 20:28:08.133295,CONV-001,64.35,2.66,86.68,33.5,0
2025-08-01 20:58:08.133295,PUMP-001,71.57,2.97,91.41,34.0,0
2025-08-01 20:58:08.133295,CNC-001,71.58,4.42,96.38,34.0,0
2025-08-01 20:58:08.133295,CNC-002,70.35,2.34,92.62,34.0,0
2025-08-01 20:58:08.133295,CONV-001,66.47,2.46,95.07,34.0,0
2025-08-01 21:28:08.133295,CNC-002,70.62,2.33,92.77,34.5,0
2025-08-01 21:28:08.133295,PUMP-001,68.1,3.51,92.58,34.5,0
2025-08-01 21:28:08.133295,CONV-001,69.35,2.19,93.35,34.5,0
2025-08-01 21:28:08.133295,CNC-001,72.59,3.55,96.33,34.5,0
2025-08-01 21:58:08.133295,PUMP-001,68.1,3.25,90.98,35.0,0
2025-08-01 21:58:08.133295,CNC-001,69.45,3.49,91.76,35.0,0
2025-08-01 21:58:08.133295,CONV-001,67.75,3.31,94.34,35.0,0
2025-08-01 21:58:08.133295,CNC-002,72.12,3.12,87.28,35.0,0
2025-08-01 22:28:08.133295,CNC-001,69.38,3.12,94.02,35.5,0
2025-08-01 22:28:08.133295,PUMP-001,67.85,3.91,88.37,35.5,0
2025-08-01 22:28:08.133295,CONV-001,65.68,2.95,93.44,35.5,0
2025-08-01 22:28:08.133295,CNC-002,69.07,2.24,86.3,35.5,0
2025-08-01 22:58:08.133295,PUMP-001,72.95,2.8,93.57,36.0,0
2025-08-01 22:58:08.133295,CNC-001,74.26,2.7,95.53,36.0,0
2025-08-01 22:58:08.133295,CNC-002,69.03,2.77,84.91,36.0,0
2025-08-01 22:58:08.133295,CONV-001,69.49,2.99,91.38,36.0,0
2025-08-01 23:28:08.133295,PUMP-001,68.8,3.27,87.24,36.5,0
2025-08-01 23:28:08.133295,CNC-002,68.26,3.08,78.59,36.5,0
2025-08-01 23:28:08.133295,CNC-001,66.19,3.13,96.43,36.5,0
2025-08-01 23:28:08.133295,CONV-001,66.96,2.58,96.28,36.5,0
2025-08-01 23:58:08.133295,CNC-001,69.33,2.95,90.7,37.0,0
2025-08-01 23:58:08.133295,PUMP-001,65.78,3.28,85.73,37.0,0
2025-08-01 23:58:08.133295,CNC-002,70.34,2.19,84.66,37.0,0
2025-08-01 23:58:08.133295,CONV-001,70.81,3.2,92.69,37.0,0
2025-08-02 00:28:08.133295,PUMP-001,66.24,3.04,86.88,37.5,0
2025-08-02 00:28:08.133295,CONV-001,70.43,2.82,91.93,37.5,0
2025-08-02 00:28:08.133295,CNC-002,72.02,2.61,94.73,37.5,0
2025-08-02 00:28:08.133295,CNC-001,70.35,3.06,93.18,37.5,0
2025-08-02 00:58:08.133295,CNC-002,70.22,2.35,88.12,38.0,0
2025-08-02 00:58:08.133295,CONV-001,65.59,2.86,97.49,38.0,0
2025-08-02 00:58:08.133295,CNC-001,68.89,3.1,98.65,38.0,0
2025-08-02 00:58:08.133295,PUMP-001,66.05,2.95,83.89,38.0,0
2025-08-02 01:28:08.133295,CONV-001,69.43,2.5,93.42,38.5,0
2025-08-02 01:28:08.133295,CNC-001,69.87,2.7,92.46,38.5,0
2025-08-02 01:28:08.133295,CNC-002,71.04,2.76,85.48,38.5,0
2025-08-02 01:28:08.133295,PUMP-001,65.39,3.49,93.0,38.5,0
2025-08-02 01:58:08.133295,CNC-002,65.21,2.53,90.81,39.0,0
2025-08-02 01:58:08.133295,CONV-001,65.09,2.81,93.46,39.0,0
2025-08-02 01:58:08.133295,PUMP-001,72.54,3.28,93.71,39.0,0
